loan_id,customer_id,origination_date,maturity_date,region,country,industry,customer_segment,loan_product,loan_amount,outstanding_balance,interest_rate,term_months,credit_score,annual_revenue_m,collateral_value,ltv,debt_service_coverage_ratio,payment_status,days_past_due,risk_score,risk_bucket,default_flag
L100520,C1049,2023-04-16,2026-04-16,Middle East & Africa,United Arab Emirates,Technology,Mid-Market,Trade Finance,657893.46,336299.0,0.0576,36,761.0,171.09,947566.22,0.355,1.27,Current,0,24.4,Low,0
L100521,C1180,2025-08-03,2028-08-03,Europe,Netherlands,Public Sector,SME,Project Finance,379150.15,341738.8,0.032,36,657.0,11.84,410848.97,0.832,2.03,Current,0,40.9,Moderate,0
L100522,C1296,2024-05-26,2031-05-26,North America,Canada,Manufacturing,SME,Project Finance,334192.07,295159.59,0.0911,84,680.0,16.27,408681.7,0.722,1.6,Default,217,80.2,High,1
L100523,C1117,2023-05-28,2027-05-28,Europe,France,Healthcare,SME,Working Capital,156159.53,103310.93,0.0476,48,661.0,12.93,151498.37,0.682,1.62,Current,0,31.8,Low,0
L100524,C1228,2024-12-17,2027-12-17,North America,Mexico,Technology,Mid-Market,Working Capital,815955.96,582273.85,0.0512,36,678.0,143.95,593919.33,0.98,1.59,Current,0,53.5,Moderate,0
L100525,C1098,2023-02-01,2027-02-01,Europe,United Kingdom,Technology,Mid-Market,Working Capital,593644.6,405664.95,0.0328,48,763.0,56.55,586468.1,0.692,1.15,Current,0,33.3,Low,0
L100526,C1113,2024-05-12,2028-05-12,Latin America,Colombia,Manufacturing,Enterprise,Leasing,1911772.61,1454424.75,0.0733,48,807.0,215.81,2216083.01,0.656,1.36,Current,0,27.6,Low,0
L100527,C1069,2025-02-21,2030-02-21,Latin America,Brazil,Manufacturing,Mid-Market,Equipment Finance,695813.23,613885.97,0.0779,60,696.0,270.28,711777.16,0.862,1.2,Current,0,52.6,Moderate,0
L100528,C1061,2025-02-21,2032-02-21,Asia-Pacific,India,Public Sector,Mid-Market,Working Capital,770775.13,720639.84,0.032,84,735.0,60.31,1013833.24,0.711,1.86,Current,0,19.9,Low,0
L100529,C1141,2024-05-07,2029-05-07,Europe,France,Technology,Mid-Market,Equipment Finance,241375.84,199696.25,0.032,60,715.0,124.24,272249.21,0.734,1.95,Current,0,27.1,Low,0
L100530,C1046,2024-02-24,2029-02-24,Asia-Pacific,Singapore,Manufacturing,SME,Equipment Finance,518423.61,420415.4,0.0697,60,738.0,3.91,723571.16,0.581,1.48,Default,163,66.6,Elevated,1
L100531,C1338,2025-07-28,2029-07-28,Asia-Pacific,Australia,Manufacturing,Mid-Market,Project Finance,604691.54,563498.6,0.0715,48,624.0,105.43,900088.42,0.626,1.89,Current,0,37.6,Moderate,0
L100532,C1281,2023-07-15,2028-07-15,Europe,United Kingdom,Technology,SME,Equipment Finance,143650.66,87815.63,0.0475,60,695.0,1.21,211649.28,0.415,1.47,Current,0,23.7,Low,0
L100533,C1084,2023-03-11,2027-03-11,Asia-Pacific,Australia,Manufacturing,Mid-Market,Leasing,539426.06,317327.86,0.056,48,676.0,44.97,553997.8,0.573,1.39,Current,0,31.9,Low,0
L100534,C1336,2023-06-15,2025-06-15,North America,United States,Construction,SME,Working Capital,632168.52,162253.06,0.1221,24,560.0,5.17,722984.8,0.224,1.47,Current,0,55.2,Elevated,0
L100535,C1138,2025-05-01,2031-05-01,North America,Canada,Public Sector,Enterprise,Equipment Finance,9176800.92,8603389.57,0.032,72,740.0,639.45,14574573.85,0.59,2.08,Current,0,12.6,Low,0
L100536,C1201,2024-05-15,2028-05-15,Europe,Netherlands,Energy,Public Sector,Project Finance,6255154.84,4157257.73,0.032,48,810.0,447.08,9639652.66,0.431,1.9,Current,0,21.6,Low,0
L100537,C1265,2023-02-01,2027-02-01,North America,Canada,Transportation,SME,Equipment Finance,401463.08,269947.94,0.0804,48,633.0,2.79,505438.13,0.534,1.85,Current,0,38.2,Moderate,0
L100538,C1293,2023-07-01,2026-07-01,North America,United States,Manufacturing,Mid-Market,Project Finance,608822.63,220095.63,0.053,36,734.0,87.32,563429.45,0.391,1.79,Current,0,19.8,Low,0
L100539,C1002,2023-02-16,2029-02-16,Middle East & Africa,South Africa,Healthcare,Enterprise,Project Finance,7027849.85,5191895.56,0.0462,72,793.0,1026.92,9529491.4,0.545,1.64,Current,0,16.2,Low,0
L100540,C1107,2025-06-15,2028-06-15,Latin America,Colombia,Retail,SME,Equipment Finance,237406.18,200396.24,0.1127,36,660.0,23.55,282353.43,0.71,1.0,Late 60,67,81.5,High,0
L100541,C1127,2024-05-28,2028-05-28,Europe,France,Technology,Enterprise,Equipment Finance,2159997.83,1680842.41,0.032,48,,743.89,3468246.54,0.485,2.22,Current,0,17.1,Low,0
L100542,C1222,2023-03-15,2029-03-15,Middle East & Africa,Saudi Arabia,Retail,Mid-Market,Equipment Finance,1060237.03,842543.19,0.0954,72,627.0,43.62,1622068.59,0.519,1.45,Current,0,40.6,Moderate,0
L100543,C1331,2023-08-28,2027-08-28,Latin America,Colombia,Energy,Public Sector,Leasing,1280859.69,802295.55,0.0704,48,713.0,104.54,1895531.63,0.423,1.71,Current,0,22.9,Low,0
L100544,C1166,2024-11-23,2030-11-23,North America,United States,Healthcare,Public Sector,Equipment Finance,3716012.17,3357837.65,0.032,72,793.0,714.93,6486850.7,0.518,2.35,Current,0,16.2,Low,0
L100545,C1176,2024-10-10,2027-10-10,Europe,Germany,Technology,SME,Trade Finance,69039.88,48435.63,0.0694,36,683.0,8.69,92403.7,0.524,1.86,Current,0,23.8,Low,0
L100546,C1033,2025-06-26,2030-06-26,Europe,United Kingdom,Technology,Mid-Market,Equipment Finance,1012288.22,932444.35,0.032,60,727.0,57.22,1719103.45,0.542,1.93,Current,0,17.1,Low,0
L100547,C1199,2023-01-14,2030-01-14,North America,Mexico,Retail,Mid-Market,Project Finance,1076823.99,759168.43,0.05,84,697.0,21.25,1487546.24,0.51,1.81,Current,0,25.4,Low,0
L100548,C1185,2023-03-17,2027-03-17,Asia-Pacific,India,Manufacturing,SME,Equipment Finance,257425.98,169670.38,0.074,48,755.0,3.09,297663.79,0.57,1.51,Current,0,20.8,Low,0
L100549,C1241,2023-02-03,2028-02-03,Europe,United Kingdom,Public Sector,SME,Trade Finance,253210.56,150167.09,0.032,60,674.0,8.13,379684.46,0.396,1.97,Current,0,20.9,Low,0
L100550,C1321,2024-03-06,2028-03-06,Europe,United Kingdom,Public Sector,Public Sector,Equipment Finance,1174002.44,888409.26,0.032,48,820.0,286.42,1808285.4,0.491,2.17,Current,0,12.6,Low,0
L100551,C1215,2025-03-15,2030-03-15,North America,Mexico,Technology,SME,Leasing,269318.2,232536.38,0.0587,60,686.0,1.65,439919.12,0.529,2.08,Grace Period,15,23.2,Low,0
L100552,C1019,2024-12-08,2030-12-08,North America,Mexico,Healthcare,Mid-Market,Leasing,642665.1,560587.38,0.032,72,779.0,85.86,695732.52,0.806,1.46,Current,0,33.4,Low,0
L100553,C1310,2023-08-17,2028-08-17,Middle East & Africa,United Arab Emirates,Technology,Enterprise,Equipment Finance,2364661.9,1624080.84,0.0409,60,698.0,181.52,3002752.05,0.541,1.74,Current,0,21.1,Low,0
L100554,C1181,2024-12-03,2030-12-03,North America,Canada,Energy,SME,Project Finance,459700.23,396271.41,0.0849,72,671.0,12.73,696959.92,0.569,1.03,Current,0,43.9,Moderate,0
L100555,C1184,2024-12-08,2029-12-08,North America,Mexico,Public Sector,Mid-Market,Equipment Finance,886092.98,761779.42,0.032,60,707.0,66.01,945609.36,0.806,1.93,Grace Period,16,29.8,Low,0
L100556,C1331,2023-07-19,2028-07-19,North America,United States,Technology,Public Sector,Leasing,1078347.86,737506.39,0.032,60,762.0,172.56,1482620.28,0.497,1.98,Current,0,17.1,Low,0
L100557,C1224,2025-03-18,2029-03-18,Europe,Germany,Retail,Mid-Market,Leasing,729890.63,653910.15,0.0451,48,738.0,107.16,950030.78,0.688,1.64,Current,0,26.7,Low,0
L100558,C1300,2024-04-28,2029-04-28,Europe,France,Transportation,SME,Working Capital,152801.78,116177.87,0.0923,60,672.0,6.85,123252.42,0.943,1.4,Default,193,100.0,High,1
L100559,C1334,2023-03-26,2029-03-26,Europe,United Kingdom,Technology,SME,Equipment Finance,229012.62,168738.02,0.0493,72,727.0,12.51,261954.09,0.644,1.37,Current,0,23.7,Low,0
L100560,C1187,2024-03-23,2029-03-23,North America,Canada,Construction,Public Sector,Equipment Finance,5643846.61,4778637.07,0.0516,60,701.0,241.77,9186196.87,0.52,1.8,Current,0,27.7,Low,0
L100561,C1373,2025-04-01,2028-04-01,North America,Canada,Technology,SME,Equipment Finance,415366.04,338238.18,0.0651,36,650.0,5.99,428484.91,0.789,1.97,Current,0,43.2,Moderate,0
L100562,C1065,2025-02-17,2029-02-17,Middle East & Africa,Saudi Arabia,Retail,Mid-Market,Equipment Finance,776261.07,701228.09,0.0731,48,693.0,48.6,1226594.24,0.572,1.04,Grace Period,15,39.4,Moderate,0
L100563,C1331,2023-10-07,2028-10-07,Asia-Pacific,Australia,Manufacturing,SME,Equipment Finance,355284.92,246189.45,0.0743,60,671.0,6.47,557619.83,0.442,1.16,Late 30,32,56.8,Elevated,0
L100564,C1322,2025-04-08,2031-04-08,Asia-Pacific,Singapore,Retail,Mid-Market,Trade Finance,347277.23,327056.02,0.0694,72,685.0,166.2,481763.8,0.679,1.72,Default,239,77.3,High,1
L100565,C1037,2024-03-06,2027-03-06,Asia-Pacific,India,Public Sector,Public Sector,Leasing,1306625.36,842158.43,0.032,36,730.0,168.4,1577277.45,0.534,2.27,Current,0,12.6,Low,0
L100566,C1058,2024-05-13,2027-05-13,Asia-Pacific,China,Public Sector,Mid-Market,Working Capital,442738.84,255603.34,0.032,36,768.0,86.68,310466.41,0.823,1.83,Current,0,28.8,Low,0
L100567,C1014,2023-04-04,2027-04-04,North America,United States,Technology,Public Sector,Leasing,816796.6,569908.68,0.032,48,743.0,133.25,1226283.28,0.465,2.41,Current,0,17.1,Low,0
L100568,C1105,2025-12-15,2028-12-15,Europe,Netherlands,Public Sector,SME,Equipment Finance,408702.02,400527.98,0.032,36,744.0,1.53,455408.65,0.879,1.61,Current,0,33.3,Low,0
L100569,C1376,2025-07-05,2032-07-05,Europe,Netherlands,Healthcare,Mid-Market,Leasing,542140.15,516686.67,0.032,84,715.0,65.96,602095.76,0.858,1.68,Current,0,36.1,Moderate,0
L100570,C1047,2023-08-15,2027-08-15,Europe,Netherlands,Construction,Enterprise,Equipment Finance,2822448.48,1519035.17,0.0639,48,739.0,603.92,4883081.97,0.311,1.37,Current,0,29.0,Low,0
L100571,C1012,2024-09-18,2028-09-18,Middle East & Africa,United Arab Emirates,Manufacturing,Mid-Market,Leasing,522655.42,440328.72,0.0528,48,725.0,54.17,588716.85,0.748,1.36,Late 30,56,53.0,Moderate,0
L100572,C1174,2025-05-06,2028-05-06,Europe,United Kingdom,Healthcare,SME,Leasing,1362275.12,1139494.47,0.0557,36,652.0,2.18,1486724.9,0.766,2.03,Current,0,40.1,Moderate,0
L100573,C1134,2024-07-03,2028-07-03,Asia-Pacific,India,Technology,Enterprise,Leasing,1771411.3,1380117.02,0.032,48,759.0,579.67,2887449.87,0.478,1.29,Current,0,23.9,Low,0
L100574,C1239,2023-08-23,2030-08-23,Middle East & Africa,United Arab Emirates,Healthcare,Mid-Market,Trade Finance,189776.38,151773.92,0.0519,84,788.0,68.41,183029.67,0.829,1.29,Current,0,39.7,Moderate,0
L100575,C1230,2025-11-21,2029-11-21,Europe,France,Healthcare,Mid-Market,Equipment Finance,383178.69,374366.39,0.032,48,725.0,33.43,437022.11,0.857,1.46,Current,0,37.5,Moderate,0
L100576,C1314,2023-10-08,2025-10-08,Middle East & Africa,Saudi Arabia,Public Sector,Public Sector,Leasing,2614756.06,961749.68,0.032,24,800.0,99.38,3212850.49,0.299,2.53,Grace Period,17,12.6,Low,0
L100577,C1157,2024-01-25,2027-01-25,Europe,France,Energy,SME,Equipment Finance,708722.15,416547.64,0.0701,36,690.0,4.7,1141577.64,0.365,1.26,Current,0,34.5,Low,0
L100578,C1175,2024-02-07,2031-02-07,Middle East & Africa,Saudi Arabia,Construction,SME,Leasing,164876.47,144793.56,0.1178,84,662.0,8.24,257746.31,0.562,1.01,Default,196,93.8,High,1
L100579,C1008,2025-09-26,2032-09-26,Europe,Germany,Manufacturing,SME,Working Capital,377011.17,366624.91,0.0892,84,679.0,7.12,470029.93,0.78,0.99,Current,0,54.5,Moderate,0
L100580,C1368,2024-07-04,2027-07-04,Europe,Netherlands,Construction,Mid-Market,Equipment Finance,1490078.65,988047.23,0.0679,36,703.0,33.59,2610813.4,0.378,1.39,Current,0,31.5,Low,0
L100581,C1081,2025-02-19,2030-02-19,Europe,France,Public Sector,SME,Working Capital,160868.22,142900.18,0.0464,60,719.0,5.99,145758.18,0.98,1.98,Current,0,41.6,Moderate,0
L100582,C1226,2025-09-01,2027-09-01,North America,Mexico,Healthcare,Enterprise,Leasing,2236773.7,2061690.84,0.032,24,696.0,831.98,3052368.31,0.675,1.94,Default,232,69.9,Elevated,1
L100583,C1334,2025-10-06,2030-10-06,Europe,Germany,Construction,SME,Equipment Finance,362572.96,352557.21,0.1024,60,659.0,2.66,401462.41,0.878,1.27,Late 30,38,81.2,High,0
L100584,C1229,2025-07-12,2028-07-12,Middle East & Africa,South Africa,Retail,Mid-Market,Trade Finance,1047962.88,945604.17,0.0698,36,685.0,60.32,1658686.36,0.57,0.97,Current,0,42.6,Moderate,0
L100585,C1237,2025-09-03,2031-09-03,Asia-Pacific,Singapore,Public Sector,SME,Leasing,308298.9,296636.17,0.0389,72,675.0,12.62,493734.65,0.601,1.62,Current,0,20.7,Low,0
L100586,C1066,2025-11-13,2031-11-13,North America,United States,Healthcare,SME,Project Finance,407873.8,399055.55,0.0481,72,732.0,2.5,459784.37,0.868,1.67,Current,0,36.0,Moderate,0
L100587,C1269,2025-12-07,2028-12-07,Europe,Netherlands,Technology,SME,Leasing,221317.61,216891.26,0.0633,36,653.0,11.26,336575.71,0.644,1.36,Grace Period,24,36.0,Moderate,0
L100588,C1072,2024-12-03,2028-12-03,North America,Mexico,Construction,Enterprise,Trade Finance,7114431.45,5796339.26,0.0683,48,661.0,1309.87,9766027.59,0.594,1.69,Late 30,39,52.9,Moderate,0
L100589,C1262,2023-05-27,2026-05-27,North America,Mexico,Energy,Mid-Market,Equipment Finance,1121212.52,690248.68,0.0425,36,726.0,50.54,1228138.73,0.562,1.79,Current,0,21.6,Low,0
L100590,C1219,2023-05-28,2027-05-28,Latin America,Colombia,Public Sector,Mid-Market,Leasing,1203499.28,560930.03,0.032,48,668.0,46.89,1627222.64,0.345,1.59,Late 30,45,40.0,Moderate,0
L100591,C1186,2025-05-27,2027-05-27,Europe,Netherlands,Healthcare,Enterprise,Working Capital,2609273.22,2146224.94,0.032,24,674.0,910.78,3684405.41,0.583,2.02,Current,0,24.5,Low,0
L100592,C1273,2023-12-05,2026-12-05,Europe,Germany,Public Sector,Mid-Market,Leasing,851779.26,527155.22,0.032,36,757.0,51.68,963422.42,0.547,1.95,Current,0,12.6,Low,0
L100593,C1273,2025-05-11,2032-05-11,Europe,France,Manufacturing,SME,Leasing,260781.86,248522.78,0.0712,84,678.0,1.28,253493.24,0.98,1.81,Late 60,112,84.2,High,0
L100594,C1077,2025-10-10,2027-10-10,North America,United States,Manufacturing,Public Sector,Trade Finance,2455084.07,2321416.58,0.032,24,766.0,216.33,4008154.93,0.579,2.56,Current,0,19.8,Low,0
L100595,C1142,2024-12-10,2030-12-10,North America,United States,Retail,SME,Leasing,371463.8,322380.76,0.0789,72,643.0,7.36,449652.31,0.717,1.11,Grace Period,9,54.3,Moderate,0
L100596,C1183,2025-04-12,2027-04-12,Asia-Pacific,India,Public Sector,SME,Working Capital,209252.62,169938.83,0.0612,24,637.0,8.7,209922.14,0.81,1.84,Current,0,42.7,Moderate,0
L100597,C1057,2023-11-15,2027-11-15,Asia-Pacific,Singapore,Retail,Mid-Market,Working Capital,356467.37,256307.84,0.077,48,647.0,33.6,432915.04,0.592,1.76,Current,0,34.4,Low,0
L100598,C1135,2024-04-14,2028-04-14,Latin America,Chile,Retail,SME,Project Finance,755311.87,597901.05,0.1192,48,650.0,4.65,1022155.28,0.585,0.92,Current,0,50.2,Moderate,0
L100599,C1015,2025-11-09,2031-11-09,Asia-Pacific,India,Technology,SME,Project Finance,580936.83,567874.6,0.0796,72,633.0,10.08,654419.51,0.868,1.36,Current,0,57.5,Elevated,0
L100600,C1166,2025-06-28,2028-06-28,Europe,France,Energy,Enterprise,Leasing,2175600.96,1867617.91,0.0384,36,740.0,462.47,2121174.84,0.88,1.51,Current,0,43.4,Moderate,0
L100601,C1078,2023-08-28,2026-08-28,Asia-Pacific,India,Manufacturing,SME,Equipment Finance,1543813.7,560654.05,0.0854,36,654.0,2.13,2532660.17,0.221,1.36,Current,0,36.6,Moderate,0
L100602,C1084,2025-10-10,2030-10-10,Middle East & Africa,United Arab Emirates,Technology,Enterprise,Equipment Finance,1420665.85,1366543.89,0.0416,60,752.0,1033.93,1964117.25,0.696,1.56,Current,0,23.2,Low,0
L100603,C1310,2024-06-07,2029-06-07,Asia-Pacific,India,Energy,Public Sector,Working Capital,2152344.73,1620276.2,0.059,60,746.0,201.41,2549141.79,0.636,1.72,Late 30,38,40.9,Moderate,0
L100604,C1053,2025-07-15,2030-07-15,Latin America,Chile,Retail,Mid-Market,Project Finance,1087132.18,1021774.41,0.0821,60,707.0,114.09,1680030.72,0.608,1.57,Late 60,73,51.6,Moderate,0
L100605,C1045,2024-07-11,2026-07-11,Asia-Pacific,India,Manufacturing,Enterprise,Leasing,2807197.75,1814234.21,0.0477,24,755.0,202.07,2563790.64,0.708,1.12,Current,0,38.0,Moderate,0
L100606,C1121,2024-10-28,2027-10-28,Middle East & Africa,South Africa,Manufacturing,Enterprise,Equipment Finance,12500000.0,9701615.94,0.0635,36,723.0,445.31,20806736.97,0.466,1.27,Current,0,27.1,Low,0
L100607,C1008,2023-06-13,2029-06-13,North America,Mexico,Energy,Public Sector,Equipment Finance,1284389.29,995264.01,0.0359,72,747.0,,,0.489,2.11,Current,0,21.6,Low,0
L100608,C1330,2024-01-02,2029-01-02,Asia-Pacific,Australia,Manufacturing,SME,Leasing,160901.57,115772.14,0.0836,60,681.0,5.21,259070.24,0.447,1.54,Current,0,27.1,Low,0
L100609,C1375,2025-03-04,2030-03-04,Europe,Netherlands,Energy,SME,Project Finance,597855.25,556923.83,0.0945,60,572.0,2.64,642809.84,0.866,1.14,Late 60,108,100.0,High,0
L100610,C1305,2025-07-03,2029-07-03,Europe,Netherlands,Transportation,Mid-Market,Equipment Finance,592929.88,558861.78,0.0626,48,715.0,13.21,748168.86,0.747,1.7,Current,0,33.6,Low,0
L100611,C1303,2023-04-11,2026-04-11,Asia-Pacific,Australia,Healthcare,Mid-Market,Working Capital,890139.03,329727.58,0.0479,36,721.0,149.14,1046900.58,0.315,1.99,Current,0,16.2,Low,0
L100612,C1038,2023-03-09,2030-03-09,Latin America,Colombia,Transportation,SME,Working Capital,131690.82,107605.89,0.1183,84,679.0,6.41,180988.59,0.595,1.03,Grace Period,9,43.4,Moderate,0
L100613,C1210,2025-01-24,2030-01-24,Latin America,Brazil,Retail,Mid-Market,Trade Finance,920580.69,843199.88,0.0951,60,643.0,119.56,1513896.81,0.557,1.07,Current,0,47.6,Moderate,0
L100614,C1033,2024-05-25,2027-05-25,North America,Canada,Transportation,SME,Equipment Finance,151016.83,113609.09,0.0791,36,646.0,9.78,201237.97,0.565,1.59,Current,0,35.8,Moderate,0
L100615,C1114,2025-07-04,2031-07-04,Asia-Pacific,China,Construction,Public Sector,Trade Finance,511561.32,482143.0,0.0663,72,685.0,332.99,667291.97,0.723,2.2,Current,0,38.8,Moderate,0
L100616,C1187,2023-03-27,2028-03-27,Asia-Pacific,Australia,Healthcare,SME,Working Capital,157224.18,116373.24,0.0664,60,711.0,4.51,127023.5,0.916,1.23,Grace Period,29,49.8,Moderate,0
L100617,C1258,2024-01-17,2028-01-17,Europe,Germany,Manufacturing,SME,Project Finance,243172.75,187066.98,0.0772,48,619.0,7.45,345422.4,0.542,1.51,Late 30,54,57.0,Elevated,0
L100618,C1105,2023-02-09,2027-02-09,North America,Canada,Healthcare,SME,Equipment Finance,787542.21,502297.49,0.0547,48,648.0,13.37,1297891.47,0.387,1.93,Current,0,29.2,Low,0
L100619,C1097,2025-02-12,2030-02-12,North America,Canada,Retail,SME,Leasing,100821.63,87598.52,0.0739,60,680.0,5.79,151130.31,0.58,1.44,Late 30,50,49.3,Moderate,0
L100620,C1312,2025-07-13,2029-07-13,Asia-Pacific,Australia,Transportation,SME,Working Capital,98359.16,92406.61,0.1153,48,634.0,17.88,94254.74,0.98,0.72,Default,133,100.0,High,1
L100621,C1085,2023-06-05,2028-06-05,Europe,France,Energy,SME,Equipment Finance,414975.93,326028.69,0.0821,60,629.0,2.17,723073.98,0.451,1.54,Late 30,46,56.2,Elevated,0
L100622,C1184,2023-12-25,2028-12-25,Latin America,Colombia,Technology,SME,Leasing,174259.89,117591.84,0.0755,60,715.0,2.03,172562.59,0.681,1.1,Current,0,34.6,Low,0
L100623,C1108,2025-07-01,2028-07-01,Europe,France,Public Sector,SME,Leasing,101491.38,88499.57,0.032,36,726.0,10.15,128942.52,0.686,1.48,Current,0,19.7,Low,0
L100624,C1324,2023-02-02,2030-02-02,Latin America,Colombia,Transportation,Mid-Market,Leasing,2373115.97,1900842.18,0.0902,84,717.0,34.91,3122896.85,0.609,0.82,Current,0,42.0,Moderate,0
L100625,C1203,2025-11-08,2029-11-08,Europe,United Kingdom,Transportation,Mid-Market,Equipment Finance,542134.64,530581.66,0.0602,48,722.0,205.88,771124.39,0.688,1.87,Current,0,27.9,Low,0
L100626,C1041,2025-08-05,2029-08-05,Asia-Pacific,China,Retail,SME,Leasing,218505.11,207598.2,0.0998,48,651.0,12.6,320856.86,0.647,1.1,Current,0,47.5,Moderate,0
L100627,C1056,2023-06-02,2028-06-02,North America,United States,Transportation,SME,Equipment Finance,289162.65,184252.8,0.0968,60,650.0,14.72,427152.64,0.431,1.44,Current,0,38.0,Moderate,0
L100628,C1368,2023-06-11,2028-06-11,Europe,France,Transportation,SME,Trade Finance,320383.07,236789.17,0.0898,60,633.0,9.52,306877.99,0.772,1.54,Current,0,50.6,Moderate,0
L100629,C1357,2025-01-11,2029-01-11,Asia-Pacific,Singapore,Manufacturing,SME,Trade Finance,277467.14,222583.52,0.0785,48,678.0,3.11,287147.62,0.775,1.44,Late 30,36,60.6,Elevated,0
L100630,C1291,2023-01-04,2028-01-04,Latin America,Brazil,Manufacturing,SME,Equipment Finance,202102.78,111446.44,0.0926,60,652.0,1.97,286820.07,0.389,1.33,Late 30,44,55.8,Elevated,0
L100631,C1029,2024-07-23,2030-07-23,Middle East & Africa,South Africa,Retail,Enterprise,Equipment Finance,2871388.31,2406849.03,0.0682,72,708.0,1213.02,4424552.97,0.544,1.57,Current,0,23.4,Low,0
L100632,C1278,2023-03-25,2029-03-25,North America,United States,Transportation,Public Sector,Equipment Finance,1967654.75,1592498.47,0.0456,72,757.0,90.77,2765796.32,0.576,1.93,Current,0,22.5,Low,0
L100633,C1251,2024-08-21,2030-08-21,Europe,Germany,Healthcare,Public Sector,Leasing,2599117.06,2125882.84,0.032,72,804.0,614.44,3032210.11,0.701,2.0,Current,0,22.7,Low,0
L100634,C1357,2024-01-15,2027-01-15,North America,United States,Transportation,Mid-Market,Project Finance,910524.6,482177.47,0.0487,36,705.0,87.85,854391.6,0.564,1.28,Current,0,32.2,Low,0
L100635,C1184,2025-02-27,2029-02-27,North America,Mexico,Manufacturing,Mid-Market,Leasing,2343226.34,1950729.48,0.0492,48,772.0,55.32,3490026.32,0.559,1.6,Current,0,19.8,Low,0
